order_id,outlet,date
86534,K-Mart,2017-11-11 00:00:00
86535,Walmart,2017-11-12 00:00:00
86536,Dick 's Sproting Goods,2017-11-13 00:00:00
86537,Sam 's Club,2017-11-13 00:00:00
86538,Walmart,2017-11-14 00:00:00
86539,Academy Sports,2017-11-15 00:00:00
86540,Costco,2017-11-15 00:00:00
86541,Target,2017-11-15 00:00:00
86542,Big 5,2017-11-16 00:00:00
86543,Dick 's Sproting Goods,2017-11-16 00:00:00
86544,K-Mart,2017-11-16 00:00:00
86545,Sam 's Club,2017-11-16 00:00:00
86546,Academy Sports,2017-11-17 00:00:00
86547,Costco,2017-11-17 00:00:00
86548,Walmart,2017-11-17 00:00:00
86549,Big 5,2017-11-18 00:00:00
86550,K-Mart,2017-11-18 00:00:00
86551,Sam 's Club,2017-11-18 00:00:00
86552,Target,2017-11-18 00:00:00
86553,Academy Sports,2017-11-19 00:00:00
86554,Costco,2017-11-19 00:00:00
86555,K-Mart,2017-11-20 00:00:00
86556,Sam 's Club,2017-11-20 00:00:00
86557,Target,2017-11-20 00:00:00
86558,Walmart,2017-11-20 00:00:00
86559,Big 5,2017-11-22 00:00:00
86560,Dick 's Sproting Goods,2017-11-22 00:00:00
86561,Sam 's Club,2017-11-22 00:00:00
86562,Walmart,2017-11-22 00:00:00
86563,Academy Sports,2017-11-23 00:00:00
86564,Big 5,2017-11-24 00:00:00
86565,Sam 's Club,2017-11-24 00:00:00
86566,Target,2017-11-24 00:00:00
86567,Dick 's Sproting Goods,2017-11-25 00:00:00
86568,Costco,2017-11-26 00:00:00
86569,K-Mart,2017-11-26 00:00:00
86570,Academy Sports,2017-11-27 00:00:00
86571,Sam 's Club,2017-11-27 00:00:00
86572,Target,2017-11-27 00:00:00
86573,Big 5,2017-11-28 00:00:00
86574,Costco,2017-11-28 00:00:00
86575,K-Mart,2017-11-29 00:00:00
86576,Walmart,2017-11-30 00:00:00
86577,Sam 's Club,2017-12-02 00:00:00
86578,Target,2017-12-02 00:00:00
86579,Big 5,2017-12-03 00:00:00
86580,Costco,2017-12-03 00:00:00
86581,K-Mart,2017-12-03 00:00:00
86582,Dick 's Sproting Goods,2017-12-04 00:00:00
86583,Target,2017-12-04 00:00:00
86584,Costco,2017-12-05 00:00:00
86585,Sam 's Club,2017-12-05 00:00:00
86586,Big 5,2017-12-06 00:00:00
86587,Dick 's Sproting Goods,2017-12-06 00:00:00
86588,K-Mart,2017-12-06 00:00:00
86589,Academy Sports,2017-12-07 00:00:00
86590,Costco,2017-12-07 00:00:00
86591,K-Mart,2017-12-08 00:00:00
86592,Target,2017-12-10 00:00:00
86593,Walmart,2017-12-10 00:00:00
86594,K-Mart,2017-12-11 00:00:00
86595,Sam 's Club,2017-12-11 00:00:00
86596,Academy Sports,2017-12-12 00:00:00
86597,Costco,2017-12-12 00:00:00
86598,Dick 's Sproting Goods,2017-12-12 00:00:00
86599,Target,2017-12-12 00:00:00
86600,Big 5,2017-12-13 00:00:00
86601,K-Mart,2017-12-13 00:00:00
86602,Sam 's Club,2017-12-13 00:00:00
86603,Target,2017-12-14 00:00:00
86604,Walmart,2017-12-14 00:00:00
86605,Big 5,2017-12-15 00:00:00
86606,Costco,2017-12-15 00:00:00
86607,Sam 's Club,2017-12-15 00:00:00
86608,Target,2017-12-16 00:00:00
86609,Walmart,2017-12-16 00:00:00
86610,Academy Sports,2017-12-17 00:00:00
86611,Costco,2017-12-17 00:00:00
86612,Dick 's Sproting Goods,2017-12-17 00:00:00
86613,K-Mart,2017-12-17 00:00:00
86614,Sam 's Club,2017-12-17 00:00:00
86615,Big 5,2017-12-18 00:00:00
86616,Target,2017-12-18 00:00:00
86617,Costco,2017-12-19 00:00:00
86618,K-Mart,2017-12-19 00:00:00
86619,Academy Sports,2017-12-20 00:00:00
86620,Big 5,2017-12-20 00:00:00
86621,Dick 's Sproting Goods,2017-12-20 00:00:00
86622,Target,2017-12-20 00:00:00
86623,Walmart,2017-12-20 00:00:00
86624,K-Mart,2017-12-21 00:00:00
86625,Academy Sports,2017-12-22 00:00:00
86626,Big 5,2017-12-22 00:00:00
86627,Costco,2017-12-22 00:00:00
86628,Target,2017-12-22 00:00:00
86629,Dick 's Sproting Goods,2017-12-23 00:00:00
86630,Costco,2017-12-25 00:00:00
86631,Sam 's Club,2017-12-25 00:00:00
86632,Target,2017-12-25 00:00:00
86633,Walmart,2017-12-25 00:00:00
86634,K-Mart,2017-12-26 00:00:00
86635,Costco,2017-12-27 00:00:00
86636,Dick 's Sproting Goods,2017-12-27 00:00:00
86637,Big 5,2017-12-28 00:00:00
86638,Target,2017-12-28 00:00:00
86639,Costco,2017-12-29 00:00:00
86640,Dick 's Sproting Goods,2017-12-29 00:00:00
86641,K-Mart,2017-12-29 00:00:00
86642,Big 5,2017-12-30 00:00:00
86643,Sam 's Club,2017-12-30 00:00:00
86644,Academy Sports,2017-12-31 00:00:00
86645,Dick 's Sproting Goods,2017-12-31 00:00:00
86646,Target,2017-12-31 00:00:00
86647,K-Mart,2018-01-01 00:00:00
86648,Sam 's Club,2018-01-01 00:00:00
86649,Walmart,2018-01-01 00:00:00
86650,Big 5,2018-01-02 00:00:00
86651,Academy Sports,2018-01-03 00:00:00
86652,Target,2018-01-03 00:00:00
86653,K-Mart,2018-01-04 00:00:00
86654,Sam 's Club,2018-01-04 00:00:00
86655,Academy Sports,2018-01-05 00:00:00
86656,Costco,2018-01-05 00:00:00
86657,Target,2018-01-05 00:00:00
86658,K-Mart,2018-01-07 00:00:00
86659,Target,2018-01-07 00:00:00
86660,Walmart,2018-01-08 00:00:00
86661,Costco,2018-01-09 00:00:00
86662,Dick 's Sproting Goods,2018-01-10 00:00:00
86663,Target,2018-01-10 00:00:00
86664,Sam 's Club,2018-01-11 00:00:00
86665,Academy Sports,2018-01-12 00:00:00
86666,Costco,2018-01-12 00:00:00
86667,Target,2018-01-12 00:00:00
86668,Big 5,2018-01-14 00:00:00
86669,Sam 's Club,2018-01-14 00:00:00
86670,Walmart,2018-01-14 00:00:00
86671,Academy Sports,2018-01-15 00:00:00
86672,Dick 's Sproting Goods,2018-01-15 00:00:00
86673,Target,2018-01-15 00:00:00
86674,Academy Sports,2018-01-17 00:00:00
86675,Costco,2018-01-17 00:00:00
86676,Sam 's Club,2018-01-17 00:00:00
86677,Walmart,2018-01-19 00:00:00
86678,Costco,2018-01-20 00:00:00
86679,K-Mart,2018-01-20 00:00:00
86680,Academy Sports,2018-01-21 00:00:00
86681,Sam 's Club,2018-01-21 00:00:00
86682,K-Mart,2018-01-22 00:00:00
86683,Target,2018-01-22 00:00:00
86684,Walmart,2018-01-22 00:00:00
86685,Academy Sports,2018-01-23 00:00:00
86686,Costco,2018-01-23 00:00:00
86687,Sam 's Club,2018-01-23 00:00:00
86688,K-Mart,2018-01-24 00:00:00
86689,Sam 's Club,2018-01-25 00:00:00
86690,Target,2018-01-25 00:00:00
86691,Walmart,2018-01-25 00:00:00
86692,Big 5,2018-01-26 00:00:00
86693,Dick 's Sproting Goods,2018-01-26 00:00:00
86694,K-Mart,2018-01-26 00:00:00
86695,Costco,2018-01-27 00:00:00
86696,Target,2018-01-27 00:00:00
86697,Big 5,2018-01-28 00:00:00
86698,Sam 's Club,2018-01-28 00:00:00
86699,Costco,2018-01-29 00:00:00
86700,Target,2018-01-29 00:00:00
86701,Dick 's Sproting Goods,2018-01-30 00:00:00
86702,K-Mart,2018-01-30 00:00:00
86703,Big 5,2018-01-31 00:00:00
86704,Costco,2018-02-01 00:00:00
86705,Target,2018-02-01 00:00:00
86706,Academy Sports,2018-02-02 00:00:00
86707,K-Mart,2018-02-02 00:00:00
86708,Sam 's Club,2018-02-02 00:00:00
86709,Walmart,2018-02-02 00:00:00
86710,Costco,2018-02-05 00:00:00
86711,Target,2018-02-05 00:00:00
86712,Academy Sports,2018-02-06 00:00:00
86713,Dick 's Sproting Goods,2018-02-06 00:00:00
86714,K-Mart,2018-02-06 00:00:00
86715,Big 5,2018-02-07 00:00:00
86716,Sam 's Club,2018-02-07 00:00:00
86717,Academy Sports,2018-02-08 00:00:00
86718,Target,2018-02-08 00:00:00
86719,Walmart,2018-02-08 00:00:00
86720,Sam 's Club,2018-02-09 00:00:00
86721,Big 5,2018-02-10 00:00:00
86722,Dick 's Sproting Goods,2018-02-10 00:00:00
86723,Target,2018-02-10 00:00:00
86724,Walmart,2018-02-10 00:00:00
86725,K-Mart,2018-02-11 00:00:00
86726,Sam 's Club,2018-02-11 00:00:00
86727,Big 5,2018-02-12 00:00:00
86728,Costco,2018-02-12 00:00:00
86729,Walmart,2018-02-12 00:00:00
86730,Target,2018-02-13 00:00:00
86731,Dick 's Sproting Goods,2018-02-14 00:00:00
86732,Sam 's Club,2018-02-14 00:00:00
86733,Big 5,2018-02-15 00:00:00
86734,Costco,2018-02-15 00:00:00
86735,Academy Sports,2018-02-16 00:00:00
86736,K-Mart,2018-02-16 00:00:00
86737,Big 5,2018-02-17 00:00:00
86738,Costco,2018-02-17 00:00:00
86739,Target,2018-02-17 00:00:00
86740,Walmart,2018-02-18 00:00:00
86741,Academy Sports,2018-02-19 00:00:00
86742,Big 5,2018-02-19 00:00:00
86743,Dick 's Sproting Goods,2018-02-20 00:00:00
86744,Sam 's Club,2018-02-20 00:00:00
86745,Target,2018-02-20 00:00:00
86746,Walmart,2018-02-21 00:00:00
86747,Academy Sports,2018-02-22 00:00:00
86748,Costco,2018-02-22 00:00:00
86749,K-Mart,2018-02-22 00:00:00
86750,Target,2018-02-22 00:00:00
86751,Sam 's Club,2018-02-23 00:00:00
86752,Academy Sports,2018-02-24 00:00:00
86753,Big 5,2018-02-24 00:00:00
86754,Costco,2018-02-24 00:00:00
86755,Dick 's Sproting Goods,2018-02-25 00:00:00
86756,K-Mart,2018-02-25 00:00:00
86757,Target,2018-02-25 00:00:00
86758,Walmart,2018-02-25 00:00:00
86759,Academy Sports,2018-02-26 00:00:00
86760,Big 5,2018-02-26 00:00:00
86761,Costco,2018-02-27 00:00:00
86762,Dick 's Sproting Goods,2018-02-27 00:00:00
86763,Academy Sports,2018-02-28 00:00:00
86764,Big 5,2018-02-28 00:00:00
86765,K-Mart,2018-02-28 00:00:00
86766,Sam 's Club,2018-02-28 00:00:00
86767,Costco,2018-03-01 00:00:00
86768,Target,2018-03-01 00:00:00
86769,Walmart,2018-03-01 00:00:00
86770,Big 5,2018-03-02 00:00:00
86771,Dick 's Sproting Goods,2018-03-02 00:00:00
86772,K-Mart,2018-03-02 00:00:00
86773,Sam 's Club,2018-03-02 00:00:00
86774,Target,2018-03-03 00:00:00
86775,Big 5,2018-03-04 00:00:00
86776,Costco,2018-03-04 00:00:00
86777,K-Mart,2018-03-04 00:00:00
86778,Walmart,2018-03-04 00:00:00
86779,Academy Sports,2018-03-05 00:00:00
86780,Sam 's Club,2018-03-05 00:00:00
86781,Target,2018-03-05 00:00:00
86782,Walmart,2018-03-06 00:00:00
86783,Academy Sports,2018-03-07 00:00:00
86784,Big 5,2018-03-07 00:00:00
86785,Dick 's Sproting Goods,2018-03-07 00:00:00
86786,Sam 's Club,2018-03-07 00:00:00
86787,Target,2018-03-07 00:00:00
86788,Costco,2018-03-09 00:00:00
86789,Academy Sports,2018-03-10 00:00:00
86790,K-Mart,2018-03-10 00:00:00
86791,Sam 's Club,2018-03-10 00:00:00
86792,Target,2018-03-10 00:00:00
86793,Costco,2018-03-11 00:00:00
86794,Walmart,2018-03-11 00:00:00
86795,K-Mart,2018-03-12 00:00:00
86796,Big 5,2018-03-13 00:00:00
86797,Academy Sports,2018-03-14 00:00:00
86798,Costco,2018-03-14 00:00:00
86799,Dick 's Sproting Goods,2018-03-14 00:00:00
86800,Sam 's Club,2018-03-14 00:00:00
86801,Walmart,2018-03-14 00:00:00
86802,K-Mart,2018-03-15 00:00:00
86803,Dick 's Sproting Goods,2018-03-16 00:00:00
86804,Sam 's Club,2018-03-16 00:00:00
86805,Target,2018-03-16 00:00:00
86806,Big 5,2018-03-18 00:00:00
86807,Costco,2018-03-18 00:00:00
86808,K-Mart,2018-03-18 00:00:00
86809,Target,2018-03-19 00:00:00
86810,Costco,2018-03-20 00:00:00
86811,K-Mart,2018-03-20 00:00:00
86812,Sam 's Club,2018-03-21 00:00:00
86813,Walmart,2018-03-21 00:00:00
86814,Target,2018-03-22 00:00:00
86815,Academy Sports,2018-03-23 00:00:00
86816,K-Mart,2018-03-23 00:00:00
86817,Big 5,2018-03-24 00:00:00
86818,Costco,2018-03-24 00:00:00
86819,Sam 's Club,2018-03-24 00:00:00
86820,Walmart,2018-03-24 00:00:00
86821,Academy Sports,2018-03-26 00:00:00
86822,Sam 's Club,2018-03-26 00:00:00
86823,Walmart,2018-03-26 00:00:00
86824,Costco,2018-03-28 00:00:00
86825,K-Mart,2018-03-28 00:00:00
86826,Walmart,2018-03-28 00:00:00
86827,Dick 's Sproting Goods,2018-03-29 00:00:00
86828,Sam 's Club,2018-03-29 00:00:00
86829,Target,2018-03-29 00:00:00
86830,Big 5,2018-03-30 00:00:00
86831,Costco,2018-03-31 00:00:00
86832,Target,2018-03-31 00:00:00
86833,Big 5,2018-04-01 00:00:00
86834,Costco,2018-04-02 00:00:00
86835,Big 5,2018-04-03 00:00:00
86836,K-Mart,2018-04-03 00:00:00
86837,Sam 's Club,2018-04-03 00:00:00
86838,Costco,2018-04-04 00:00:00
86839,Target,2018-04-04 00:00:00
86840,K-Mart,2018-04-05 00:00:00
86841,Walmart,2018-04-05 00:00:00
86842,Big 5,2018-04-06 00:00:00
86843,Sam 's Club,2018-04-06 00:00:00
86844,Target,2018-04-06 00:00:00
86845,Walmart,2018-04-07 00:00:00
86846,Big 5,2018-04-08 00:00:00
86847,Costco,2018-04-08 00:00:00
86848,Target,2018-04-08 00:00:00
86849,Academy Sports,2018-04-09 00:00:00
86850,K-Mart,2018-04-09 00:00:00
86851,Sam 's Club,2018-04-09 00:00:00
86852,Big 5,2018-04-10 00:00:00
86853,Target,2018-04-10 00:00:00
86854,Dick 's Sproting Goods,2018-04-11 00:00:00
86855,K-Mart,2018-04-11 00:00:00
86856,Academy Sports,2018-04-12 00:00:00
86857,Target,2018-04-12 00:00:00
86858,Walmart,2018-04-12 00:00:00
86859,Dick 's Sproting Goods,2018-04-13 00:00:00
86860,K-Mart,2018-04-13 00:00:00
86861,Target,2018-04-14 00:00:00
86862,K-Mart,2018-04-15 00:00:00
86863,Sam 's Club,2018-04-15 00:00:00
86864,Academy Sports,2018-04-16 00:00:00
86865,Costco,2018-04-17 00:00:00
86866,Target,2018-04-17 00:00:00
86867,Walmart,2018-04-17 00:00:00
86868,Academy Sports,2018-04-18 00:00:00
86869,Dick 's Sproting Goods,2018-04-18 00:00:00
86870,K-Mart,2018-04-18 00:00:00
86871,Big 5,2018-04-19 00:00:00
86872,Sam 's Club,2018-04-19 00:00:00
86873,Walmart,2018-04-19 00:00:00
86874,Dick 's Sproting Goods,2018-04-20 00:00:00
86875,K-Mart,2018-04-20 00:00:00
86876,Target,2018-04-20 00:00:00
86877,Academy Sports,2018-04-21 00:00:00
86878,Sam 's Club,2018-04-21 00:00:00
86879,Costco,2018-04-22 00:00:00
86880,Dick 's Sproting Goods,2018-04-22 00:00:00
86881,Walmart,2018-04-22 00:00:00
86882,K-Mart,2018-04-23 00:00:00
86883,Sam 's Club,2018-04-23 00:00:00
86884,Target,2018-04-23 00:00:00
86885,Academy Sports,2018-04-24 00:00:00
86886,Costco,2018-04-24 00:00:00
86887,Dick 's Sproting Goods,2018-04-24 00:00:00
86888,Dick 's Sproting Goods,2018-04-26 00:00:00
86889,Target,2018-04-26 00:00:00
86890,Walmart,2018-04-26 00:00:00
86891,Costco,2018-04-27 00:00:00
86892,K-Mart,2018-04-27 00:00:00
86893,Sam 's Club,2018-04-27 00:00:00
86894,Academy Sports,2018-04-28 00:00:00
86895,Target,2018-04-28 00:00:00
86896,Walmart,2018-04-28 00:00:00
86897,Big 5,2018-04-29 00:00:00
86898,K-Mart,2018-04-30 00:00:00
86899,Sam 's Club,2018-04-30 00:00:00
86900,Academy Sports,2018-05-01 00:00:00
86901,Costco,2018-05-01 00:00:00
86902,Sam 's Club,2018-05-02 00:00:00
86903,Academy Sports,2018-05-03 00:00:00
86904,Big 5,2018-05-03 00:00:00
86905,Costco,2018-05-03 00:00:00
86906,K-Mart,2018-05-04 00:00:00
86907,Target,2018-05-04 00:00:00
86908,Walmart,2018-05-04 00:00:00
86909,Academy Sports,2018-05-05 00:00:00
86910,Big 5,2018-05-05 00:00:00
86911,Costco,2018-05-05 00:00:00
86912,Sam 's Club,2018-05-05 00:00:00
86913,K-Mart,2018-05-06 00:00:00
86914,Target,2018-05-06 00:00:00
86915,Academy Sports,2018-05-07 00:00:00
86916,Sam 's Club,2018-05-07 00:00:00
86917,K-Mart,2018-05-08 00:00:00
86918,Academy Sports,2018-05-09 00:00:00
86919,Costco,2018-05-09 00:00:00
86920,K-Mart,2018-05-10 00:00:00
86921,Walmart,2018-05-10 00:00:00
86922,Academy Sports,2018-05-11 00:00:00
86923,Costco,2018-05-11 00:00:00
86924,Target,2018-05-11 00:00:00
86925,K-Mart,2018-05-12 00:00:00
86926,Walmart,2018-05-12 00:00:00
86927,Costco,2018-05-13 00:00:00
86928,Big 5,2018-05-14 00:00:00
86929,K-Mart,2018-05-14 00:00:00
86930,Sam 's Club,2018-05-14 00:00:00
86931,Target,2018-05-14 00:00:00
86932,Costco,2018-05-15 00:00:00
86933,Walmart,2018-05-15 00:00:00
86934,Dick 's Sproting Goods,2018-05-16 00:00:00
86935,Big 5,2018-05-17 00:00:00
86936,Costco,2018-05-18 00:00:00
86937,Dick 's Sproting Goods,2018-05-18 00:00:00
86938,Sam 's Club,2018-05-18 00:00:00
86939,K-Mart,2018-05-19 00:00:00
86940,Target,2018-05-19 00:00:00
86941,Costco,2018-05-20 00:00:00
86942,Sam 's Club,2018-05-20 00:00:00
86943,Walmart,2018-05-20 00:00:00
86944,Dick 's Sproting Goods,2018-05-21 00:00:00
86945,Big 5,2018-05-22 00:00:00
86946,Academy Sports,2018-05-23 00:00:00
86947,Sam 's Club,2018-05-23 00:00:00
86948,Walmart,2018-05-23 00:00:00
86949,Big 5,2018-05-24 00:00:00
86950,Dick 's Sproting Goods,2018-05-24 00:00:00
86951,Sam 's Club,2018-05-25 00:00:00
86952,Target,2018-05-25 00:00:00
86953,Big 5,2018-05-26 00:00:00
86954,Costco,2018-05-26 00:00:00
86955,Walmart,2018-05-26 00:00:00
86956,Academy Sports,2018-05-27 00:00:00
86957,K-Mart,2018-05-27 00:00:00
86958,Sam 's Club,2018-05-27 00:00:00
86959,Dick 's Sproting Goods,2018-05-29 00:00:00
86960,Big 5,2018-05-30 00:00:00
86961,Target,2018-05-30 00:00:00
86962,Walmart,2018-05-30 00:00:00
86963,Dick 's Sproting Goods,2018-05-31 00:00:00
86964,Academy Sports,2018-06-01 00:00:00
86965,Costco,2018-06-01 00:00:00
86966,Target,2018-06-01 00:00:00
86967,Walmart,2018-06-01 00:00:00
86968,K-Mart,2018-06-02 00:00:00
86969,Academy Sports,2018-06-03 00:00:00
86970,Costco,2018-06-03 00:00:00
86971,Sam 's Club,2018-06-03 00:00:00
86972,K-Mart,2018-06-04 00:00:00
86973,Target,2018-06-04 00:00:00
86974,Academy Sports,2018-06-05 00:00:00
86975,Costco,2018-06-05 00:00:00
86976,Sam 's Club,2018-06-05 00:00:00
86977,Walmart,2018-06-05 00:00:00
86978,Target,2018-06-06 00:00:00
86979,Academy Sports,2018-06-07 00:00:00
86980,Big 5,2018-06-07 00:00:00
86981,Costco,2018-06-07 00:00:00
86982,K-Mart,2018-06-07 00:00:00
86983,Dick 's Sproting Goods,2018-06-08 00:00:00
86984,Walmart,2018-06-08 00:00:00
86985,Costco,2018-06-09 00:00:00
86986,Dick 's Sproting Goods,2018-06-10 00:00:00
86987,Target,2018-06-10 00:00:00
86988,Big 5,2018-06-11 00:00:00
86989,Big 5,2018-06-13 00:00:00
86990,Sam 's Club,2018-06-13 00:00:00
86991,Target,2018-06-13 00:00:00
86992,Walmart,2018-06-13 00:00:00
86993,Dick 's Sproting Goods,2018-06-15 00:00:00
86994,K-Mart,2018-06-15 00:00:00
86995,Academy Sports,2018-06-16 00:00:00
86996,Target,2018-06-16 00:00:00
86997,Dick 's Sproting Goods,2018-06-17 00:00:00
86998,K-Mart,2018-06-17 00:00:00
86999,Walmart,2018-06-17 00:00:00
87000,Academy Sports,2018-06-18 00:00:00
87001,Big 5,2018-06-18 00:00:00
87002,Target,2018-06-18 00:00:00
87003,K-Mart,2018-06-19 00:00:00
87004,Sam 's Club,2018-06-19 00:00:00
87005,Big 5,2018-06-20 00:00:00
87006,Dick 's Sproting Goods,2018-06-21 00:00:00
87007,Academy Sports,2018-06-22 00:00:00
87008,Dick 's Sproting Goods,2018-06-23 00:00:00
87009,K-Mart,2018-06-23 00:00:00
87010,Costco,2018-06-24 00:00:00
87011,Sam 's Club,2018-06-25 00:00:00
87012,Academy Sports,2018-06-26 00:00:00
87013,Costco,2018-06-26 00:00:00
87014,K-Mart,2018-06-26 00:00:00
87015,Sam 's Club,2018-06-27 00:00:00
87016,Costco,2018-06-28 00:00:00
87017,K-Mart,2018-06-28 00:00:00
87018,Target,2018-06-28 00:00:00
87019,Walmart,2018-06-28 00:00:00
87020,Academy Sports,2018-06-29 00:00:00
87021,Big 5,2018-06-29 00:00:00
87022,Dick 's Sproting Goods,2018-06-29 00:00:00
87023,Sam 's Club,2018-06-29 00:00:00
87024,Costco,2018-06-30 00:00:00
87025,Target,2018-06-30 00:00:00
87026,Walmart,2018-06-30 00:00:00
87027,Big 5,2018-07-01 00:00:00
87028,K-Mart,2018-07-02 00:00:00
87029,Target,2018-07-02 00:00:00
87030,Academy Sports,2018-07-03 00:00:00
87031,Costco,2018-07-03 00:00:00
87032,Sam 's Club,2018-07-03 00:00:00
87033,Dick 's Sproting Goods,2018-07-04 00:00:00
87034,K-Mart,2018-07-04 00:00:00
87035,Big 5,2018-07-05 00:00:00
87036,Costco,2018-07-05 00:00:00
87037,Sam 's Club,2018-07-05 00:00:00
87038,K-Mart,2018-07-07 00:00:00
87039,Sam 's Club,2018-07-07 00:00:00
87040,Target,2018-07-07 00:00:00
87041,Walmart,2018-07-08 00:00:00
87042,Sam 's Club,2018-07-09 00:00:00
87043,Academy Sports,2018-07-10 00:00:00
87044,K-Mart,2018-07-10 00:00:00
87045,Target,2018-07-10 00:00:00
87046,Dick 's Sproting Goods,2018-07-11 00:00:00
87047,Target,2018-07-12 00:00:00
87048,Academy Sports,2018-07-13 00:00:00
87049,Big 5,2018-07-13 00:00:00
87050,K-Mart,2018-07-13 00:00:00
87051,Sam 's Club,2018-07-13 00:00:00
87052,Walmart,2018-07-13 00:00:00
87053,Dick 's Sproting Goods,2018-07-14 00:00:00
87054,Big 5,2018-07-15 00:00:00
87055,Costco,2018-07-15 00:00:00
87056,K-Mart,2018-07-15 00:00:00
87057,Sam 's Club,2018-07-15 00:00:00
87058,Target,2018-07-16 00:00:00
87059,Academy Sports,2018-07-17 00:00:00
87060,Costco,2018-07-17 00:00:00
87061,K-Mart,2018-07-17 00:00:00
87062,Sam 's Club,2018-07-17 00:00:00
87063,Walmart,2018-07-17 00:00:00
87064,Target,2018-07-18 00:00:00
87065,Costco,2018-07-19 00:00:00
87066,Sam 's Club,2018-07-19 00:00:00
87067,K-Mart,2018-07-20 00:00:00
87068,Target,2018-07-20 00:00:00
87069,Academy Sports,2018-07-21 00:00:00
87070,Big 5,2018-07-21 00:00:00
87071,Dick 's Sproting Goods,2018-07-21 00:00:00
87072,Walmart,2018-07-21 00:00:00
87073,Big 5,2018-07-23 00:00:00
87074,Costco,2018-07-23 00:00:00
87075,Target,2018-07-23 00:00:00
87076,Walmart,2018-07-23 00:00:00
87077,Academy Sports,2018-07-24 00:00:00
87078,K-Mart,2018-07-24 00:00:00
87079,Big 5,2018-07-25 00:00:00
87080,Costco,2018-07-25 00:00:00
87081,Sam 's Club,2018-07-25 00:00:00
87082,Dick 's Sproting Goods,2018-07-26 00:00:00
87083,Target,2018-07-26 00:00:00
87084,Walmart,2018-07-26 00:00:00
87085,Big 5,2018-07-27 00:00:00
87086,Costco,2018-07-27 00:00:00
87087,K-Mart,2018-07-27 00:00:00
87088,Academy Sports,2018-07-28 00:00:00
87089,Sam 's Club,2018-07-28 00:00:00
87090,Costco,2018-07-29 00:00:00
87091,K-Mart,2018-07-29 00:00:00
87092,Academy Sports,2018-07-30 00:00:00
87093,Big 5,2018-07-30 00:00:00
87094,Sam 's Club,2018-07-30 00:00:00
87095,Target,2018-07-30 00:00:00
87096,Costco,2018-07-31 00:00:00
87097,Academy Sports,2018-08-01 00:00:00
87098,Sam 's Club,2018-08-01 00:00:00
87099,Walmart,2018-08-01 00:00:00
87100,Target,2018-08-02 00:00:00
87101,Big 5,2018-08-03 00:00:00
87102,Dick 's Sproting Goods,2018-08-03 00:00:00
87103,Sam 's Club,2018-08-04 00:00:00
87104,Target,2018-08-04 00:00:00
87105,Academy Sports,2018-08-05 00:00:00
87106,Dick 's Sproting Goods,2018-08-05 00:00:00
87107,Costco,2018-08-06 00:00:00
87108,K-Mart,2018-08-06 00:00:00
87109,Sam 's Club,2018-08-06 00:00:00
87110,Walmart,2018-08-06 00:00:00
87111,Dick 's Sproting Goods,2018-08-07 00:00:00
87112,Costco,2018-08-08 00:00:00
87113,K-Mart,2018-08-08 00:00:00
87114,Target,2018-08-08 00:00:00
87115,Sam 's Club,2018-08-09 00:00:00
87116,K-Mart,2018-08-10 00:00:00
87117,Target,2018-08-10 00:00:00
87118,Big 5,2018-08-11 00:00:00
87119,Costco,2018-08-11 00:00:00
87120,Sam 's Club,2018-08-11 00:00:00
87121,Walmart,2018-08-11 00:00:00
87122,Academy Sports,2018-08-12 00:00:00
87123,Dick 's Sproting Goods,2018-08-12 00:00:00
87124,K-Mart,2018-08-12 00:00:00
87125,Academy Sports,2018-08-14 00:00:00
87126,K-Mart,2018-08-14 00:00:00
87127,Dick 's Sproting Goods,2018-08-15 00:00:00
87128,Sam 's Club,2018-08-15 00:00:00
87129,Academy Sports,2018-08-16 00:00:00
87130,Walmart,2018-08-16 00:00:00
87131,Big 5,2018-08-17 00:00:00
87132,Costco,2018-08-17 00:00:00
87133,K-Mart,2018-08-17 00:00:00
87134,Target,2018-08-18 00:00:00
87135,Sam 's Club,2018-08-19 00:00:00
87136,Academy Sports,2018-08-20 00:00:00
87137,Big 5,2018-08-21 00:00:00
87138,Dick 's Sproting Goods,2018-08-21 00:00:00
87139,Walmart,2018-08-21 00:00:00
87140,Costco,2018-08-22 00:00:00
87141,K-Mart,2018-08-22 00:00:00
87142,Academy Sports,2018-08-23 00:00:00
87143,Sam 's Club,2018-08-23 00:00:00
87144,Target,2018-08-23 00:00:00
87145,Walmart,2018-08-23 00:00:00
87146,Big 5,2018-08-24 00:00:00
87147,Academy Sports,2018-08-25 00:00:00
87148,Dick 's Sproting Goods,2018-08-25 00:00:00
87149,Target,2018-08-25 00:00:00
87150,Walmart,2018-08-25 00:00:00
87151,Big 5,2018-08-27 00:00:00
87152,Dick 's Sproting Goods,2018-08-27 00:00:00
87153,Sam 's Club,2018-08-28 00:00:00
87154,Academy Sports,2018-08-29 00:00:00
87155,Costco,2018-08-29 00:00:00
87156,K-Mart,2018-08-29 00:00:00
87157,Target,2018-08-29 00:00:00
87158,Target,2018-08-31 00:00:00
87159,Costco,2018-09-01 00:00:00
87160,K-Mart,2018-09-01 00:00:00
87161,Sam 's Club,2018-09-01 00:00:00
87162,Big 5,2018-09-02 00:00:00
87163,Dick 's Sproting Goods,2018-09-02 00:00:00
87164,Walmart,2018-09-02 00:00:00
